GlobalTracer.FirstPowerUp_Info: Sat Mar 24 09:12:02 PDT 2018: ***** Starting autonomous *****
GlobalTracer.FirstPowerUp_Info: WASNO_Practice_  4 (Blue2) [FMSConnected=true]
GlobalTracer.CmdAutoSwitch_Info: alliance=Blue, gameSpecificMsg=LLL, delay=0.000, fwdDistance=60, startPosition=-102.0, flipInFlight=true
GlobalTracer.printPidInfo_Info: [1.122] encoderXPidCtrl: Target=   0.0, Input=  -0.8, Error=   0.8, PIDTerms= 0.114/ 0.000/ 0.014/ 0.000, Output= 0.128(-0.700/0.700), Volt=9.2(9.2)
GlobalTracer.printPidInfo_Info: [1.122] encoderYPidCtrl: Target=-129.0, Input=  -2.4, Error=-126.6, PIDTerms=-3.797/ 0.000/ 0.003/-0.000, Output=-0.600(-0.600/0.600), Volt=9.2(9.2)
GlobalTracer.printPidInfo_Info: [1.122] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.2(9.2)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.104s)

GlobalTracer.printPidInfo_Info: [1.228] encoderXPidCtrl: Target=   0.0, Input=  -0.8, Error=   0.8, PIDTerms= 0.126/ 0.000/ 0.012/ 0.000, Output= 0.138(-0.700/0.700), Volt=9.0(9.0)
GlobalTracer.printPidInfo_Info: [1.228] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.792/ 0.000/ 0.002/-0.000, Output=-0.600(-0.600/0.600), Volt=9.0(9.0)
GlobalTracer.printPidInfo_Info: [1.228] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.005/ 0.000/-0.000/ 0.000, Output= 0.005(-0.700/0.700), Volt=9.0(9.0)
GlobalTracer.printPidInfo_Info: [1.319] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.005/ 0.000, Output= 0.134(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.319] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.319] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.005/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.123s)

GlobalTracer.printPidInfo_Info: [1.443] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/-0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.443] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.443] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.005/ 0.000/ 0.000/ 0.000, Output= 0.005(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.536] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.2(9.0)
GlobalTracer.printPidInfo_Info: [1.536] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.536] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.614] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.614] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.614] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.700] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.2(9.0)
GlobalTracer.printPidInfo_Info: [1.700] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.2(9.0)
GlobalTracer.printPidInfo_Info: [1.700] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.773] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.2(9.0)
GlobalTracer.printPidInfo_Info: [1.773] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.2(9.0)
GlobalTracer.printPidInfo_Info: [1.773] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.2(9.0)
GlobalTracer.printPidInfo_Info: [1.864] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/-0.001/ 0.000, Output= 0.128(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.864] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.864] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.950] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.128/ 0.000/-0.001/ 0.000, Output= 0.127(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.950] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [1.950] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.043] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.128/ 0.000/ 0.000/ 0.000, Output= 0.128(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.043] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.043] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.130] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.001/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.130] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.130] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.221] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.221] encoderYPidCtrl: Target=-129.0, Input=  -2.6, Error=-126.4, PIDTerms=-3.791/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.221] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.292] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.002/ 0.000, Output= 0.132(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.292] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.292] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.377] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/-0.001/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.377] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.377] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.444] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.000/ 0.000, Output= 0.130(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.444] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.444] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.512] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.000/ 0.000, Output= 0.130(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.512] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.512] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.573] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.000/ 0.000, Output= 0.130(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.573] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.573] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.5(9.0)
GlobalTracer.printPidInfo_Info: [2.666] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/-0.001/ 0.000, Output= 0.128(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.666] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.666] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.727] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.727] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.727] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.794] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.794] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.794] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [2.860] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.860] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.860] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.950] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.001/ 0.000, Output= 0.130(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.950] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [2.950] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.033] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.000/ 0.000, Output= 0.130(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.033] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.033] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.120] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.000/ 0.000, Output= 0.130(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.120] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.120] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.199] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/-0.001/ 0.000, Output= 0.128(-0.700/0.700), Volt=9.5(9.0)
GlobalTracer.printPidInfo_Info: [3.199] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [3.199] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [3.293] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.130/ 0.000/ 0.000/ 0.000, Output= 0.130(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.293] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.293] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/-0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.2(9.0)
GlobalTracer.printPidInfo_Info: [3.375] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/-0.001/ 0.000, Output= 0.128(-0.700/0.700), Volt=9.5(9.0)
GlobalTracer.printPidInfo_Info: [3.375] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.5(9.0)
GlobalTracer.printPidInfo_Info: [3.375] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.printPidInfo_Info: [3.457] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.5(9.0)
GlobalTracer.printPidInfo_Info: [3.457] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.5(9.0)
GlobalTracer.printPidInfo_Info: [3.457] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.2(9.0)
GlobalTracer.printPidInfo_Info: [3.508] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.508] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.508] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.3(9.0)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.111s)

GlobalTracer.printPidInfo_Info: [3.622] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.622] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.790/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.622] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.715] encoderXPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.9, PIDTerms= 0.129/ 0.000/ 0.000/ 0.000, Output= 0.129(-0.700/0.700), Volt=9.4(9.0)
GlobalTracer.printPidInfo_Info: [3.715] encoderYPidCtrl: Target=-129.0, Input=  -2.7, Error=-126.3, PIDTerms=-3.789/ 0.000/ 0.000/-0.000, Output=-0.600(-0.600/0.600), Volt=9.4(9.0)
