GlobalTracer.FirstPowerUp_Info: Fri Apr 06 12:03:19 PDT 2018[0.058]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: PNCMP_Qualification063 (Blue2) [FMSConnected=true] msg=LLL
GlobalTracer.FirstPowerUp_Info: eventName=PNCMP, matchType=Qualification, matchNumber=063
GlobalTracer.CmdAutoMoveToCrossField_Info: [0.126] delay=0.0, startPos=RIGHT_POS
GlobalTracer.Robot_Info: [0.147] <<< DRIVE_TO_LANE_3>>> xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.7(12.6)
GlobalTracer.printPidInfo_Info: [0.147] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.7(12.6)
GlobalTracer.printPidInfo_Info: [0.985] encoderYPidCtrl: Target= 235.0, Input=  29.3, Error= 205.7, PIDTerms= 4.115/ 0.000/-0.140/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [0.985] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.011/ 0.000/-0.002/ 0.000, Output= 0.008(-0.700/0.700), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.015] encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.038/ 0.000/-0.098/ 0.000, Output=-0.136(-0.700/0.700), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [1.015] encoderYPidCtrl: Target= 235.0, Input=  31.0, Error= 204.0, PIDTerms= 4.081/ 0.000/-0.092/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [1.015] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.009/ 0.000/-0.006/ 0.000, Output= 0.002(-0.700/0.700), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [1.042] encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.040/ 0.000/-0.006/ 0.000, Output=-0.046(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [1.042] encoderYPidCtrl: Target= 235.0, Input=  32.3, Error= 202.7, PIDTerms= 4.054/ 0.000/-0.069/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [1.042] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.008/ 0.000/-0.003/ 0.000, Output= 0.005(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [1.069] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.036/ 0.000/ 0.011/ 0.000, Output=-0.024(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [1.069] encoderYPidCtrl: Target= 235.0, Input=  35.1, Error= 199.9, PIDTerms= 3.998/ 0.000/-0.160/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [1.069] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.007/ 0.000/-0.003/ 0.000, Output= 0.003(-0.700/0.700), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.096] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.028/ 0.000/ 0.014/ 0.000, Output=-0.014(-0.700/0.700), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.096] encoderYPidCtrl: Target= 235.0, Input=  36.5, Error= 198.5, PIDTerms= 3.970/ 0.000/-0.071/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.096] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/-0.001/ 0.000, Output= 0.005(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [1.121] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.025/ 0.000/ 0.009/ 0.000, Output=-0.016(-0.700/0.700), Volt=11.4(10.3)
GlobalTracer.printPidInfo_Info: [1.121] encoderYPidCtrl: Target= 235.0, Input=  38.0, Error= 197.0, PIDTerms= 3.941/ 0.000/-0.087/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.121] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.007/ 0.000/ 0.001/ 0.000, Output= 0.008(-0.700/0.700), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.153] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.016/ 0.000/ 0.021/ 0.000, Output= 0.005(-0.700/0.700), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.153] encoderYPidCtrl: Target= 235.0, Input=  40.9, Error= 194.1, PIDTerms= 3.882/ 0.000/-0.174/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.153] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/-0.002/ 0.000, Output= 0.004(-0.700/0.700), Volt=11.5(10.3)
GlobalTracer.printPidInfo_Info: [1.215] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/-0.004/ 0.000, Output=-0.024(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [1.215] encoderYPidCtrl: Target= 235.0, Input=  42.4, Error= 192.6, PIDTerms= 3.851/ 0.000/-0.039/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [1.215] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.005/ 0.000/-0.001/ 0.000, Output= 0.004(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [1.265] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.018/ 0.000/ 0.002/ 0.000, Output=-0.016(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.265] encoderYPidCtrl: Target= 235.0, Input=  47.0, Error= 188.0, PIDTerms= 3.761/ 0.000/-0.119/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.265] gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.002/ 0.000/-0.005/ 0.000, Output=-0.003(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.325] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.008/ 0.000/ 0.010/ 0.000, Output= 0.002(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.325] encoderYPidCtrl: Target= 235.0, Input=  51.6, Error= 183.4, PIDTerms= 3.669/ 0.000/-0.120/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.325] gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/-0.002/ 0.000, Output=-0.002(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.380] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.005/ 0.000/ 0.003/ 0.000, Output=-0.001(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [1.380] encoderYPidCtrl: Target= 235.0, Input=  56.3, Error= 178.7, PIDTerms= 3.574/ 0.000/-0.125/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.380] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/-0.004/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.434] encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.053/ 0.000/ 0.067/ 0.000, Output= 0.120(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.434] encoderYPidCtrl: Target= 235.0, Input=  60.8, Error= 174.2, PIDTerms= 3.484/ 0.000/-0.130/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.434] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.004/ 0.000/-0.002/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.477] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.005/ 0.000/-0.073/ 0.000, Output=-0.078(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.477] encoderYPidCtrl: Target= 235.0, Input=  64.5, Error= 170.5, PIDTerms= 3.411/ 0.000/-0.116/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.477] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.005/ 0.000/-0.002/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [1.531] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.021/ 0.000/-0.022/ 0.000, Output=-0.043(-0.700/0.700), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [1.531] encoderYPidCtrl: Target= 235.0, Input=  67.8, Error= 167.2, PIDTerms= 3.344/ 0.000/-0.110/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.3)
GlobalTracer.printPidInfo_Info: [1.531] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.005/ 0.000/-0.001/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.583] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.031/ 0.000/-0.010/ 0.000, Output=-0.040(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.583] encoderYPidCtrl: Target= 235.0, Input=  72.8, Error= 162.2, PIDTerms= 3.244/ 0.000/-0.133/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.583] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.005/ 0.000/ 0.001/ 0.000, Output=-0.004(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.642] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.025/ 0.000/ 0.006/ 0.000, Output=-0.019(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.642] encoderYPidCtrl: Target= 235.0, Input=  77.9, Error= 157.1, PIDTerms= 3.143/ 0.000/-0.128/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.642] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.003/ 0.000/ 0.002/ 0.000, Output=-0.002(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.700] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/ 0.005/ 0.000, Output=-0.014(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.700] encoderYPidCtrl: Target= 235.0, Input=  83.0, Error= 152.0, PIDTerms= 3.040/ 0.000/-0.142/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.700] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.003/ 0.000/ 0.000/ 0.000, Output=-0.003(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.746] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/-0.001/ 0.000, Output=-0.021(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.746] encoderYPidCtrl: Target= 235.0, Input=  88.2, Error= 146.8, PIDTerms= 2.935/ 0.000/-0.148/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.746] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.004/ 0.000/-0.001/ 0.000, Output=-0.004(-0.700/0.700), Volt=11.6(10.3)
GlobalTracer.printPidInfo_Info: [1.772] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/-0.004/ 0.000, Output=-0.025(-0.700/0.700), Volt=11.8(10.3)
GlobalTracer.printPidInfo_Info: [1.772] encoderYPidCtrl: Target= 235.0, Input=  91.7, Error= 143.3, PIDTerms= 2.865/ 0.000/-0.190/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.3)
