GlobalTracer.FirstPowerUp_Info: Thu Apr 05 16:22:22 PDT 2018[0.054]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: _None000 (Blue3) [FMSConnected=true] msg=RRR
GlobalTracer.CmdAutoMoveToCrossField_Info: [0.108] delay=0.0, startPos=LEFT_POS
GlobalTracer.Robot_Info: [0.120] <<< DRIVE_TO_LANE_3>>> xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.8(12.8)
GlobalTracer.printPidInfo_Info: [0.120] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.8(12.8)
GlobalTracer.printPidInfo_Info: [0.570] encoderXPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.168/ 0.000/-0.068/ 0.000, Output=-0.236(-0.700/0.700), Volt=11.4(11.2)
GlobalTracer.printPidInfo_Info: [0.570] encoderYPidCtrl: Target= 235.0, Input=   8.6, Error= 226.4, PIDTerms= 4.529/ 0.000/-0.066/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.2(11.2)
GlobalTracer.printPidInfo_Info: [0.570] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/ 0.004/ 0.000, Output= 0.010(-0.700/0.700), Volt=11.2(11.2)
GlobalTracer.printPidInfo_Info: [0.626] encoderXPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.224/ 0.000/-0.063/ 0.000, Output=-0.287(-0.700/0.700), Volt=11.2(11.2)
GlobalTracer.printPidInfo_Info: [0.626] encoderYPidCtrl: Target= 235.0, Input=  10.9, Error= 224.1, PIDTerms= 4.481/ 0.000/-0.068/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.2(11.2)
GlobalTracer.printPidInfo_Info: [0.626] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.007/ 0.000/ 0.001/ 0.000, Output= 0.008(-0.700/0.700), Volt=11.1(11.2)
GlobalTracer.printPidInfo_Info: [0.660] encoderXPidCtrl: Target=   0.0, Input=   1.1, Error=  -1.1, PIDTerms=-0.277/ 0.000/-0.077/ 0.000, Output=-0.355(-0.700/0.700), Volt=11.1(11.1)
GlobalTracer.printPidInfo_Info: [0.660] encoderYPidCtrl: Target= 235.0, Input=  12.9, Error= 222.1, PIDTerms= 4.442/ 0.000/-0.072/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.1(11.1)
GlobalTracer.printPidInfo_Info: [0.660] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/-0.002/ 0.000, Output= 0.004(-0.700/0.700), Volt=11.1(11.1)
GlobalTracer.printPidInfo_Info: [0.689] encoderXPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.226/ 0.000/ 0.098/ 0.000, Output=-0.128(-0.700/0.700), Volt=10.9(11.1)
GlobalTracer.printPidInfo_Info: [0.689] encoderYPidCtrl: Target= 235.0, Input=  15.4, Error= 219.6, PIDTerms= 4.393/ 0.000/-0.117/ 0.000, Output= 0.600(-0.600/0.600), Volt=10.9(11.1)
GlobalTracer.printPidInfo_Info: [0.689] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/-0.001/ 0.000, Output= 0.004(-0.700/0.700), Volt=10.9(11.1)
GlobalTracer.printPidInfo_Info: [0.721] encoderXPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.198/ 0.000/ 0.060/ 0.000, Output=-0.138(-0.700/0.700), Volt=11.6(10.9)
GlobalTracer.printPidInfo_Info: [0.721] encoderYPidCtrl: Target= 235.0, Input=  16.6, Error= 218.4, PIDTerms= 4.367/ 0.000/-0.068/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.9)
GlobalTracer.printPidInfo_Info: [0.721] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.005/ 0.000/-0.003/ 0.000, Output= 0.001(-0.700/0.700), Volt=11.6(10.9)
GlobalTracer.printPidInfo_Info: [0.748] encoderXPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.144/ 0.000/ 0.102/ 0.000, Output=-0.042(-0.700/0.700), Volt=11.6(10.9)
GlobalTracer.printPidInfo_Info: [0.748] encoderYPidCtrl: Target= 235.0, Input=  19.3, Error= 215.7, PIDTerms= 4.314/ 0.000/-0.127/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.9)
GlobalTracer.printPidInfo_Info: [0.748] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.005/ 0.000/ 0.001/ 0.000, Output= 0.006(-0.700/0.700), Volt=11.6(10.9)
GlobalTracer.printPidInfo_Info: [0.771] encoderXPidCtrl: Target=   0.0, Input=   0.5, Error=  -0.5, PIDTerms=-0.131/ 0.000/ 0.032/ 0.000, Output=-0.100(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.771] encoderYPidCtrl: Target= 235.0, Input=  20.6, Error= 214.4, PIDTerms= 4.288/ 0.000/-0.079/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.771] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.005/ 0.000/-0.001/ 0.000, Output= 0.004(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.789] encoderXPidCtrl: Target=   0.0, Input=   0.5, Error=  -0.5, PIDTerms=-0.122/ 0.000/ 0.030/ 0.000, Output=-0.093(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.789] encoderYPidCtrl: Target= 235.0, Input=  22.0, Error= 213.0, PIDTerms= 4.260/ 0.000/-0.119/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.789] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.005/ 0.000/ 0.000/ 0.000, Output= 0.005(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.806] encoderXPidCtrl: Target=   0.0, Input=   0.5, Error=  -0.5, PIDTerms=-0.115/ 0.000/ 0.025/ 0.000, Output=-0.090(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.806] encoderYPidCtrl: Target= 235.0, Input=  23.4, Error= 211.6, PIDTerms= 4.232/ 0.000/-0.122/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.806] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.005/ 0.000/ 0.003/ 0.000, Output= 0.009(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.826] encoderXPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.148/ 0.000/-0.106/ 0.000, Output=-0.254(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.826] encoderYPidCtrl: Target= 235.0, Input=  24.5, Error= 210.5, PIDTerms= 4.210/ 0.000/-0.092/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.826] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/ 0.003/ 0.000, Output= 0.009(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [0.850] encoderXPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.178/ 0.000/-0.073/ 0.000, Output=-0.250(-0.700/0.700), Volt=11.5(10.9)
GlobalTracer.printPidInfo_Info: [0.850] encoderYPidCtrl: Target= 235.0, Input=  25.6, Error= 209.4, PIDTerms= 4.188/ 0.000/-0.065/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.5(10.9)
GlobalTracer.printPidInfo_Info: [0.850] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/ 0.001/ 0.000, Output= 0.007(-0.700/0.700), Volt=11.5(10.9)
GlobalTracer.printPidInfo_Info: [0.883] encoderXPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.214/ 0.000/-0.082/ 0.000, Output=-0.296(-0.700/0.700), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [0.883] encoderYPidCtrl: Target= 235.0, Input=  26.6, Error= 208.4, PIDTerms= 4.167/ 0.000/-0.059/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [0.883] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.007/ 0.000/ 0.004/ 0.000, Output= 0.011(-0.700/0.700), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [0.910] encoderXPidCtrl: Target=   0.0, Input=   1.1, Error=  -1.1, PIDTerms=-0.273/ 0.000/-0.107/ 0.000, Output=-0.380(-0.700/0.700), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [0.910] encoderYPidCtrl: Target= 235.0, Input=  28.8, Error= 206.2, PIDTerms= 4.124/ 0.000/-0.098/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [0.910] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.009/ 0.000/ 0.004/ 0.000, Output= 0.013(-0.700/0.700), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [0.945] encoderXPidCtrl: Target=   0.0, Input=   1.3, Error=  -1.3, PIDTerms=-0.335/ 0.000/-0.120/ 0.000, Output=-0.455(-0.700/0.700), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [0.945] encoderYPidCtrl: Target= 235.0, Input=  30.3, Error= 204.7, PIDTerms= 4.095/ 0.000/-0.069/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [0.945] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.009/ 0.000/ 0.001/ 0.000, Output= 0.010(-0.700/0.700), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [0.975] encoderXPidCtrl: Target=   0.0, Input=   1.2, Error=  -1.2, PIDTerms=-0.295/ 0.000/ 0.074/ 0.000, Output=-0.221(-0.700/0.700), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [0.975] encoderYPidCtrl: Target= 235.0, Input=  32.5, Error= 202.5, PIDTerms= 4.051/ 0.000/-0.106/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [0.975] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.007/ 0.000/-0.005/ 0.000, Output= 0.002(-0.700/0.700), Volt=11.6(10.9)
GlobalTracer.printPidInfo_Info: [1.010] encoderXPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.202/ 0.000/ 0.155/ 0.000, Output=-0.047(-0.700/0.700), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.010] encoderYPidCtrl: Target= 235.0, Input=  35.6, Error= 199.4, PIDTerms= 3.987/ 0.000/-0.131/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.010] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/-0.004/ 0.000, Output= 0.002(-0.700/0.700), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.045] encoderXPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.158/ 0.000/ 0.090/ 0.000, Output=-0.068(-0.700/0.700), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.045] encoderYPidCtrl: Target= 235.0, Input=  37.3, Error= 197.7, PIDTerms= 3.954/ 0.000/-0.080/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.045] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.005/ 0.000/-0.002/ 0.000, Output= 0.003(-0.700/0.700), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.075] encoderXPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.108/ 0.000/ 0.084/ 0.000, Output=-0.024(-0.700/0.700), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.075] encoderYPidCtrl: Target= 235.0, Input=  40.6, Error= 194.4, PIDTerms= 3.888/ 0.000/-0.147/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.075] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.005/ 0.000/-0.001/ 0.000, Output= 0.004(-0.700/0.700), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.112] encoderXPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.154/ 0.000/-0.076/ 0.000, Output=-0.230(-0.700/0.700), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.112] encoderYPidCtrl: Target= 235.0, Input=  43.4, Error= 191.6, PIDTerms= 3.832/ 0.000/-0.116/ 0.000, Output= 0.600(-0.600/0.600), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.112] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.005/ 0.000/ 0.001/ 0.000, Output= 0.006(-0.700/0.700), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.148] encoderXPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.191/ 0.000/-0.063/ 0.000, Output=-0.254(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [1.148] encoderYPidCtrl: Target= 235.0, Input=  45.5, Error= 189.5, PIDTerms= 3.789/ 0.000/-0.091/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [1.148] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.003/ 0.000/-0.004/ 0.000, Output=-0.001(-0.700/0.700), Volt=11.6(10.9)
GlobalTracer.printPidInfo_Info: [1.188] encoderXPidCtrl: Target=   0.0, Input=   1.1, Error=  -1.1, PIDTerms=-0.282/ 0.000/-0.132/ 0.000, Output=-0.413(-0.700/0.700), Volt=11.5(10.9)
GlobalTracer.printPidInfo_Info: [1.188] encoderYPidCtrl: Target= 235.0, Input=  47.2, Error= 187.8, PIDTerms= 3.756/ 0.000/-0.060/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.5(10.9)
GlobalTracer.printPidInfo_Info: [1.188] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.004/ 0.000/ 0.002/ 0.000, Output= 0.007(-0.700/0.700), Volt=11.5(10.9)
GlobalTracer.printPidInfo_Info: [1.223] encoderXPidCtrl: Target=   0.0, Input=   1.4, Error=  -1.4, PIDTerms=-0.346/ 0.000/-0.124/ 0.000, Output=-0.470(-0.700/0.700), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [1.223] encoderYPidCtrl: Target= 235.0, Input=  49.8, Error= 185.2, PIDTerms= 3.704/ 0.000/-0.128/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [1.223] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.003/ 0.000/-0.003/ 0.000, Output= 0.001(-0.700/0.700), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [1.253] encoderXPidCtrl: Target=   0.0, Input=   1.2, Error=  -1.2, PIDTerms=-0.301/ 0.000/ 0.089/ 0.000, Output=-0.212(-0.700/0.700), Volt=11.2(10.9)
GlobalTracer.printPidInfo_Info: [1.253] encoderYPidCtrl: Target= 235.0, Input=  53.0, Error= 182.0, PIDTerms= 3.640/ 0.000/-0.159/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.9)
GlobalTracer.printPidInfo_Info: [1.253] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.005/ 0.000/ 0.003/ 0.000, Output= 0.008(-0.700/0.700), Volt=11.8(10.9)
GlobalTracer.printPidInfo_Info: [1.290] encoderXPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.188/ 0.000/ 0.165/ 0.000, Output=-0.023(-0.700/0.700), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.290] encoderYPidCtrl: Target= 235.0, Input=  56.6, Error= 178.4, PIDTerms= 3.567/ 0.000/-0.132/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.290] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.006/ 0.000/ 0.002/ 0.000, Output= 0.008(-0.700/0.700), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.325] encoderXPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.159/ 0.000/ 0.061/ 0.000, Output=-0.098(-0.700/0.700), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.325] encoderYPidCtrl: Target= 235.0, Input=  58.4, Error= 176.6, PIDTerms= 3.531/ 0.000/-0.094/ 0.000, Output= 0.600(-0.600/0.600), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.325] gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.007/ 0.000/ 0.003/ 0.000, Output= 0.010(-0.700/0.700), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.373] encoderXPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.169/ 0.000/-0.012/ 0.000, Output=-0.181(-0.700/0.700), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.373] encoderYPidCtrl: Target= 235.0, Input=  61.6, Error= 173.4, PIDTerms= 3.467/ 0.000/-0.090/ 0.000, Output= 0.600(-0.600/0.600), Volt=12.0(10.9)
GlobalTracer.printPidInfo_Info: [1.373] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.008/ 0.000/ 0.002/ 0.000, Output= 0.010(-0.700/0.700), Volt=11.9(10.9)
GlobalTracer.printPidInfo_Info: [1.408] encoderXPidCtrl: Target=   0.0, Input=   1.0, Error=  -1.0, PIDTerms=-0.256/ 0.000/-0.145/ 0.000, Output=-0.401(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [1.408] encoderYPidCtrl: Target= 235.0, Input=  65.3, Error= 169.7, PIDTerms= 3.393/ 0.000/-0.153/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [1.408] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.008/ 0.000/ 0.000/ 0.000, Output= 0.008(-0.700/0.700), Volt=11.7(10.9)
GlobalTracer.printPidInfo_Info: [1.445] encoderXPidCtrl: Target=   0.0, Input=   1.4, Error=  -1.4, PIDTerms=-0.359/ 0.000/-0.168/ 0.000, Output=-0.527(-0.700/0.700), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [1.445] encoderYPidCtrl: Target= 235.0, Input=  67.1, Error= 167.9, PIDTerms= 3.358/ 0.000/-0.073/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [1.445] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.009/ 0.000/ 0.002/ 0.000, Output= 0.011(-0.700/0.700), Volt=11.4(10.9)
GlobalTracer.printPidInfo_Info: [1.473] encoderXPidCtrl: Target=   0.0, Input=   1.6, Error=  -1.6, PIDTerms=-0.390/ 0.000/-0.065/ 0.000, Output=-0.455(-0.700/0.700), Volt=11.3(10.9)
GlobalTracer.printPidInfo_Info: [1.473] encoderYPidCtrl: Target= 235.0, Input=  70.3, Error= 164.7, PIDTerms= 3.295/ 0.000/-0.165/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.3(10.9)
GlobalTracer.printPidInfo_Info: [1.473] gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.009/ 0.000/ 0.001/ 0.000, Output= 0.010(-0.700/0.700), Volt=11.5(10.9)
