GlobalTracer.FirstPowerUp_Info: Sat Apr 07 10:20:12 PDT 2018[0.088]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: PNCMP_Qualification118 (Red3) [FMSConnected=true] msg=RRR
GlobalTracer.CmdAutoMoveToCrossField_Info: [0.136] delay=0.0, startPos=LEFT_POS
GlobalTracer.Robot_Info: [0.150] <<< DRIVE_TO_LANE_3>>> xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=13.0(13.0)
GlobalTracer.printPidInfo_Info: [0.150] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=13.0(13.0)
GlobalTracer.printPidInfo_Info: [1.421] encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.045/ 0.000/ 0.061/ 0.000, Output= 0.106(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.421] encoderYPidCtrl: Target= 235.0, Input=  63.1, Error= 171.9, PIDTerms= 3.438/ 0.000/-0.108/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.421] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.014/ 0.000/-0.001/ 0.000, Output=-0.015(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.475] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.011/ 0.000/-0.059/ 0.000, Output=-0.070(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.475] encoderYPidCtrl: Target= 235.0, Input=  68.4, Error= 166.6, PIDTerms= 3.331/ 0.000/-0.139/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.475] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.013/ 0.000/ 0.002/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.513] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.032/ 0.000/-0.032/ 0.000, Output=-0.063(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.513] encoderYPidCtrl: Target= 235.0, Input=  71.8, Error= 163.2, PIDTerms= 3.264/ 0.000/-0.131/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.513] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.012/ 0.000/ 0.004/ 0.000, Output=-0.008(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.538] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.032/ 0.000/ 0.000/ 0.000, Output=-0.032(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.538] encoderYPidCtrl: Target= 235.0, Input=  75.2, Error= 159.8, PIDTerms= 3.196/ 0.000/-0.204/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.538] gyroTurnPidCtrl: Target=   0.0, Input=   0.5, Error=  -0.5, PIDTerms=-0.010/ 0.000/ 0.006/ 0.000, Output=-0.004(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.571] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.025/ 0.000/ 0.015/ 0.000, Output=-0.010(-0.700/0.700), Volt=12.0(10.6)
GlobalTracer.printPidInfo_Info: [1.571] encoderYPidCtrl: Target= 235.0, Input=  76.9, Error= 158.1, PIDTerms= 3.163/ 0.000/-0.098/ 0.000, Output= 0.600(-0.600/0.600), Volt=12.0(10.6)
GlobalTracer.printPidInfo_Info: [1.571] gyroTurnPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.007/ 0.000/ 0.008/ 0.000, Output= 0.001(-0.700/0.700), Volt=12.0(10.6)
GlobalTracer.printPidInfo_Info: [1.598] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.015/ 0.000/ 0.018/ 0.000, Output= 0.004(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.598] encoderYPidCtrl: Target= 235.0, Input=  80.2, Error= 154.8, PIDTerms= 3.095/ 0.000/-0.149/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.598] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.007/ 0.000/ 0.002/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.631] encoderXPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.071/ 0.000/-0.126/ 0.000, Output=-0.196(-0.700/0.700), Volt=12.0(10.6)
GlobalTracer.printPidInfo_Info: [1.631] encoderYPidCtrl: Target= 235.0, Input=  82.4, Error= 152.6, PIDTerms= 3.052/ 0.000/-0.122/ 0.000, Output= 0.600(-0.600/0.600), Volt=12.0(10.6)
GlobalTracer.printPidInfo_Info: [1.631] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.005/ 0.000/ 0.005/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.0(10.6)
GlobalTracer.printPidInfo_Info: [1.658] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.009/ 0.000/ 0.108/ 0.000, Output= 0.099(-0.700/0.700), Volt=11.7(10.6)
GlobalTracer.printPidInfo_Info: [1.658] encoderYPidCtrl: Target= 235.0, Input=  85.4, Error= 149.6, PIDTerms= 2.991/ 0.000/-0.134/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.6)
GlobalTracer.printPidInfo_Info: [1.658] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.004/ 0.000/ 0.002/ 0.000, Output=-0.003(-0.700/0.700), Volt=11.9(10.6)
