GlobalTracer.FirstPowerUp_Info: Fri Apr 06 10:14:57 PDT 2018[0.075]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: PNCMP_Qualification048 (Red2) [FMSConnected=true] msg=LLL
GlobalTracer.FirstPowerUp_Info: eventName=PNCMP, matchType=Qualification, matchNumber=048
GlobalTracer.CmdAutoMoveToCrossField_Info: [0.135] delay=0.0, startPos=RIGHT_POS
GlobalTracer.Robot_Info: [0.143] <<< DRIVE_TO_LANE_3>>> xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.7(12.7)
GlobalTracer.printPidInfo_Info: [0.143] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.7(12.7)
GlobalTracer.printPidInfo_Info: [0.518] encoderYPidCtrl: Target= 235.0, Input=   6.6, Error= 228.4, PIDTerms= 4.568/ 0.000/-0.035/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.2(10.7)
GlobalTracer.printPidInfo_Info: [0.518] gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.008/ 0.000/ 0.003/ 0.000, Output= 0.010(-0.700/0.700), Volt=11.2(10.7)
GlobalTracer.printPidInfo_Info: [0.583] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/ 0.001/ 0.000, Output=-0.021(-0.700/0.700), Volt=11.3(10.7)
GlobalTracer.printPidInfo_Info: [0.583] encoderYPidCtrl: Target= 235.0, Input=   9.5, Error= 225.5, PIDTerms= 4.509/ 0.000/-0.067/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.4(10.7)
GlobalTracer.printPidInfo_Info: [0.583] gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.005/ 0.000/-0.004/ 0.000, Output= 0.001(-0.700/0.700), Volt=11.4(10.7)
GlobalTracer.printPidInfo_Info: [0.661] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.017/ 0.000/ 0.004/ 0.000, Output=-0.013(-0.700/0.700), Volt=11.4(10.7)
GlobalTracer.printPidInfo_Info: [0.661] encoderYPidCtrl: Target= 235.0, Input=  13.1, Error= 221.9, PIDTerms= 4.438/ 0.000/-0.066/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.4(10.7)
GlobalTracer.printPidInfo_Info: [0.661] gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/-0.005/ 0.000, Output=-0.004(-0.700/0.700), Volt=11.4(10.7)
GlobalTracer.printPidInfo_Info: [0.710] encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.008/ 0.000/ 0.028/ 0.000, Output= 0.036(-0.700/0.700), Volt=11.5(10.7)
GlobalTracer.printPidInfo_Info: [0.710] encoderYPidCtrl: Target= 235.0, Input=  17.3, Error= 217.7, PIDTerms= 4.353/ 0.000/-0.120/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.5(10.7)
GlobalTracer.printPidInfo_Info: [0.710] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.003/ 0.000/-0.006/ 0.000, Output=-0.010(-0.700/0.700), Volt=11.5(10.7)
GlobalTracer.printPidInfo_Info: [0.749] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.037/ 0.000/-0.074/ 0.000, Output=-0.111(-0.700/0.700), Volt=11.5(10.7)
GlobalTracer.printPidInfo_Info: [0.749] encoderYPidCtrl: Target= 235.0, Input=  20.1, Error= 214.9, PIDTerms= 4.298/ 0.000/-0.114/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.4(10.7)
GlobalTracer.printPidInfo_Info: [0.749] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.006/ 0.000/-0.005/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.4(10.7)
GlobalTracer.printPidInfo_Info: [0.788] encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.054/ 0.000/-0.025/ 0.000, Output=-0.079(-0.700/0.700), Volt=11.5(10.7)
GlobalTracer.printPidInfo_Info: [0.788] encoderYPidCtrl: Target= 235.0, Input=  22.7, Error= 212.3, PIDTerms= 4.246/ 0.000/-0.096/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.5(10.7)
GlobalTracer.printPidInfo_Info: [0.788] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.005/ 0.000/ 0.000/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.6(10.7)
GlobalTracer.printPidInfo_Info: [0.831] encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.040/ 0.000/ 0.020/ 0.000, Output=-0.021(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [0.831] encoderYPidCtrl: Target= 235.0, Input=  25.4, Error= 209.6, PIDTerms= 4.191/ 0.000/-0.099/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [0.831] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.006/ 0.000/-0.000/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [0.876] encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.040/ 0.000/ 0.000/ 0.000, Output=-0.040(-0.700/0.700), Volt=11.6(10.7)
GlobalTracer.printPidInfo_Info: [0.876] encoderYPidCtrl: Target= 235.0, Input=  28.3, Error= 206.7, PIDTerms= 4.134/ 0.000/-0.086/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.7)
GlobalTracer.printPidInfo_Info: [0.876] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.003/ 0.000/ 0.004/ 0.000, Output= 0.000(-0.700/0.700), Volt=11.6(10.7)
GlobalTracer.printPidInfo_Info: [0.923] encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.046/ 0.000/-0.007/ 0.000, Output=-0.053(-0.700/0.700), Volt=11.6(10.7)
GlobalTracer.printPidInfo_Info: [0.923] encoderYPidCtrl: Target= 235.0, Input=  31.2, Error= 203.8, PIDTerms= 4.076/ 0.000/-0.097/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.6(10.7)
GlobalTracer.printPidInfo_Info: [0.923] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.001/ 0.000/ 0.005/ 0.000, Output= 0.004(-0.700/0.700), Volt=11.6(10.7)
GlobalTracer.printPidInfo_Info: [0.974] encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.050/ 0.000/-0.005/ 0.000, Output=-0.056(-0.700/0.700), Volt=11.6(10.7)
GlobalTracer.printPidInfo_Info: [0.974] encoderYPidCtrl: Target= 235.0, Input=  35.7, Error= 199.3, PIDTerms= 3.987/ 0.000/-0.133/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [0.974] gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.001/ 0.000/ 0.003/ 0.000, Output= 0.004(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.015] encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.045/ 0.000/ 0.008/ 0.000, Output=-0.038(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.015] encoderYPidCtrl: Target= 235.0, Input=  38.8, Error= 196.2, PIDTerms= 3.923/ 0.000/-0.122/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.015] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.001/ 0.000/-0.005/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.061] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.030/ 0.000/ 0.018/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.061] encoderYPidCtrl: Target= 235.0, Input=  42.9, Error= 192.1, PIDTerms= 3.843/ 0.000/-0.116/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.061] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.112] encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.040/ 0.000/ 0.093/ 0.000, Output= 0.133(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.112] encoderYPidCtrl: Target= 235.0, Input=  46.6, Error= 188.4, PIDTerms= 3.769/ 0.000/-0.124/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.112] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.003/ 0.000/-0.002/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.159] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.015/ 0.000/-0.066/ 0.000, Output=-0.080(-0.700/0.700), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.159] encoderYPidCtrl: Target= 235.0, Input=  50.3, Error= 184.7, PIDTerms= 3.694/ 0.000/-0.111/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.7(10.7)
GlobalTracer.printPidInfo_Info: [1.159] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.003/ 0.000/-0.001/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.204] encoderXPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.089/ 0.000/-0.090/ 0.000, Output=-0.178(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.204] encoderYPidCtrl: Target= 235.0, Input=  54.1, Error= 180.9, PIDTerms= 3.617/ 0.000/-0.118/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.204] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.004/ 0.000/-0.002/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.250] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.016/ 0.000/ 0.105/ 0.000, Output= 0.089(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.250] encoderYPidCtrl: Target= 235.0, Input=  58.9, Error= 176.1, PIDTerms= 3.522/ 0.000/-0.170/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.250] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.004/ 0.000/ 0.000/ 0.000, Output=-0.004(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.292] encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.015/ 0.000/ 0.045/ 0.000, Output= 0.060(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.292] encoderYPidCtrl: Target= 235.0, Input=  62.4, Error= 172.6, PIDTerms= 3.452/ 0.000/-0.131/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.292] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.005/ 0.000/-0.001/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.358] encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.017/ 0.000/ 0.003/ 0.000, Output= 0.020(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.358] encoderYPidCtrl: Target= 235.0, Input=  66.0, Error= 169.0, PIDTerms= 3.379/ 0.000/-0.088/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.358] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.006/ 0.000/-0.001/ 0.000, Output=-0.007(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.403] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.010/ 0.000/-0.031/ 0.000, Output=-0.042(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.403] encoderYPidCtrl: Target= 235.0, Input=  72.4, Error= 162.6, PIDTerms= 3.252/ 0.000/-0.179/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.403] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.006/ 0.000/-0.000/ 0.000, Output=-0.006(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.442] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/-0.014/ 0.000, Output=-0.035(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.442] encoderYPidCtrl: Target= 235.0, Input=  76.2, Error= 158.8, PIDTerms= 3.177/ 0.000/-0.138/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.442] gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.005/ 0.000/ 0.001/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.490] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.016/ 0.000/ 0.005/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.490] encoderYPidCtrl: Target= 235.0, Input=  80.8, Error= 154.2, PIDTerms= 3.083/ 0.000/-0.158/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.490] gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.004/ 0.000/ 0.004/ 0.000, Output=-0.000(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.533] encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.014/ 0.000/ 0.003/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.533] encoderYPidCtrl: Target= 235.0, Input=  84.5, Error= 150.5, PIDTerms= 3.009/ 0.000/-0.131/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.533] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/ 0.004/ 0.000, Output= 0.002(-0.700/0.700), Volt=12.0(10.7)
GlobalTracer.printPidInfo_Info: [1.576] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.010/ 0.000/ 0.006/ 0.000, Output=-0.004(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.576] encoderYPidCtrl: Target= 235.0, Input=  88.4, Error= 146.6, PIDTerms= 2.933/ 0.000/-0.121/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.576] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/-0.000/ 0.000, Output=-0.002(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.622] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.008/ 0.000/ 0.003/ 0.000, Output=-0.005(-0.700/0.700), Volt=12.0(10.7)
GlobalTracer.printPidInfo_Info: [1.622] encoderYPidCtrl: Target= 235.0, Input=  92.2, Error= 142.8, PIDTerms= 2.855/ 0.000/-0.132/ 0.000, Output= 0.600(-0.600/0.600), Volt=12.0(10.7)
GlobalTracer.printPidInfo_Info: [1.622] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/ 0.000/ 0.000, Output=-0.001(-0.700/0.700), Volt=12.0(10.7)
GlobalTracer.printPidInfo_Info: [1.675] encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.062/ 0.000/ 0.088/ 0.000, Output= 0.150(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.675] encoderYPidCtrl: Target= 235.0, Input=  97.5, Error= 137.5, PIDTerms= 2.750/ 0.000/-0.166/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.675] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/-0.001/ 0.000, Output=-0.003(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.719] encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.003/ 0.000/-0.080/ 0.000, Output=-0.077(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.719] encoderYPidCtrl: Target= 235.0, Input= 101.9, Error= 133.1, PIDTerms= 2.662/ 0.000/-0.146/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.719] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/ 0.001/ 0.000, Output=-0.001(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.769] encoderXPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.081/ 0.000/-0.099/ 0.000, Output=-0.180(-0.700/0.700), Volt=11.9(10.7)
GlobalTracer.printPidInfo_Info: [1.769] encoderYPidCtrl: Target= 235.0, Input= 106.3, Error= 128.7, PIDTerms= 2.574/ 0.000/-0.132/ 0.000, Output= 0.600(-0.600/0.600), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.769] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/-0.001/ 0.000, Output=-0.003(-0.700/0.700), Volt=11.8(10.7)
GlobalTracer.printPidInfo_Info: [1.811] encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.009/ 0.000/ 0.102/ 0.000, Output= 0.092(-0.700/0.700), Volt=12.0(10.7)
GlobalTracer.printPidInfo_Info: [1.811] encoderYPidCtrl: Target= 235.0, Input= 111.7, Error= 123.3, PIDTerms= 2.467/ 0.000/-0.190/ 0.000, Output= 0.600(-0.600/0.600), Volt=12.0(10.7)
GlobalTracer.printPidInfo_Info: [1.811] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.001/ 0.000/ 0.002/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.0(10.7)
